"For All Companies As of Sep 02, 2025 For All Alberta ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reporting Facility ID,,Facility Subtype,,Surface Location,Location Latitude,Location Longitude,Facility Name,Field or Area,Operator Code,Operator Name,Licence Number,Licence Status,Licence Status Date,Licensee  BA Code,Licensee Name,Licence EDCT,Licence Issue Date,Most Recent Licence Amendment Date,Plant Processes,Raw Gas E3m3/d,Rec Sales Gas E3m3/d,C2 m3/d,C2 Mix m3/d,C3 m3/d,C4 m3/d,LPG Mix m3/d,C5+ m3/d,Sulphur Inlet t/d,Sulphur Recovered t/d,,Max Sulphur Emission Rate t/d,Qtrly Approved Sulphur Rec Eff %,First Volumetric Activity Date,Last Volumetric Activity Date
ABGP0001065,,Gp Acid Gas Flaring,,00/12-02-013-19W4,50.05715,-112.50663,BARREL RETLAW 12-02-013-19W4,RETLAW,A854,Barrel Oil Corp.,F1211     ,Abandoned,17-Jul-23,A854,Barrel Oil Corp.,C300,12-Feb-01,19-Sep-06,,340,280,,,,,32.2,,0.8,,,0.8,,1-Jan-91,1-Jun-23
ABGP0001066,,Gas Plant Sweet,,/01-29-027-05W4,,,* POCO KIRKWALL,KIRKWALL,A5G3,ConocoPhillips Canada Resources Corp.,,,,,,,,,,,,,,,,,,,,,,,,
ABGP0001067,,Gas Plant Sweet,,/01-21-038-02W5,52.277297,-114.219266,RENAISSANCE SYLVAN LAKE-21,SYLVAN LAKE,A5D4,Cenovus Energy Inc.,F6673     ,Issued,12-Mar-01,A5D4,Cenovus Energy Inc.,B010,12-Mar-01,,,830,,,,,,,,,,,,,1-Jan-91,1-Sep-21
ABGP0001068,,Gas Plant Sweet,,00/07-15-060-02W5,54.188242,-114.212537,WESTLOCK 07-15-060-02W5,WESTLOCK,0HE9,Canadian Natural Resources Limited,F13606    ,Amended,10-Apr-06,0HE9,Canadian Natural Resources Limited,B010,1-Mar-01,26-Aug-06,,250,235,0,0,0,0,0,5,0,,,,,1-Jan-91,1-Sep-24
ABGP0001069,,Gp Acid Gas Flaring%,,/15-25-064-11W5,54.570458,-115.523072,CFR JC 15-25-64-11W5 GP,JUDY CREEK,A8CW,Conifer Energy Inc.,F14146    ,Amended,6-Apr-17,A8CW,Conifer Energy Inc.,D400,6-Mar-01,6-Apr-17,"Regenerative, Acid Gas Injection","4,875.00",3752,2605,0,0,0,2164,0,3.75,,,0,69.7,1-Jan-91,1-Jul-25
ABGP0001070,,Gp Acid Gas Flaring%,,00/14-32-037-03W5,52.229883,-114.397356,BTG Energy Sylvan Lake GP 14-32,SYLVAN LAKE,A8C8,Btg Energy Corporation,F6155     ,Amended,7-Mar-23,A8C8,Btg Energy Corporation,C300,6-Mar-01,7-Mar-23,"Regenerative, Acid Gas Flaring","1,990.00",1880,,,500,250,,150,0.75,,,0.75,,1-Jan-91,1-Jul-25
ABGP0001071,,Gp Acid Gas Flaring%,,00/10-12-041-03W5,52.517763,-114.297901,RIGEL GILBY,GILBY,0096,Rigel Oil & Gas Ltd.,F8798     ,Amended,27-Jun-05,A8HW,Gran Tierra Canada Ltd.,C311,29-Mar-01,26-Aug-06,None,60,,,,,,,,0,,,,,,
ABGP0001072,,Gas Plant Sweet,,/10-12-036-08W4,52.079348,-111.013825,REAL RESOURCES WEST PROVOST,PROVOST,A7BT,Karve Energy Inc.,F5527     ,Amended,2-Apr-19,A7BT,Karve Energy Inc.,B040,6-Mar-01,2-Apr-19,,338,,,,,,,,0,,,,,1-Jan-91,1-Jul-25
ABGP0001073,,Gp Acid Gas Flaring,,/10-10-041-03W5,52.517728,-114.345985,ALTAQUEST GILBY,GILBY,0WB5,Chain Energy Corporation,F8795     ,Abandoned,10-May-23,A5M4,Manitok Energy Inc.,C311,1-Mar-01,14-Sep-09,None,110,,,,,,,,0.05,,,0,,1-Jan-91,1-Jan-02
ABGP0001074,,Gp Acid Gas Flaring%,,00/03-17-047-27W4,53.046899,-113.917115,IMPERIAL BONNIE GLEN,BONNIE GLEN,0007,Imperial Oil Resources Limited,F10153    ,Amended,24-Oct-06,0007,Imperial Oil Resources Limited,D400,2-Mar-01,24-Nov-07,"Regenerative, Acid Gas Injection","7,323.00",6368,3062,0,1970,1135,0,1120,10,,,0,89.7,1-Jan-91,1-Aug-23
ABGP0001075,,Gas Plant Sweet,,00/02-18-052-11W5,53.484825,-115.60569,VERMILION CARROT CREEK,CARROT CREEK,A6FW,Vermilion Energy Inc.,F12157    ,Issued,15-Feb-01,A6FW,Vermilion Energy Inc.,B010,15-Feb-01,,,649,,,,,,,,,,,,,1-Jan-91,1-Jul-25
ABGP0001076,,Gas Plant Sweet,,/01-20-028-21W4,51.416667,-112.791667,PANCDN WAYNE-ROSEDALE,WAYNE-ROSEDALE,A7AG,Lynx Energy ULC,F3818     ,Amended,29-Oct-05,A7AG,Lynx Energy ULC,B010,1-May-01,26-Aug-06,,"1,598.52",1582.65,0,0,0,0,90,0,0,,,,,1-Jan-91,1-Jul-25
ABGP0001077,,Gp Acid Gas Flaring%,,/08-26-040-03W5,,,* AMOCO GILBY SOUTH,GILBY,A62D,BP Canada Energy Group ULC,,,,,,,,,,,,,,,,,,,,,,,,
ABGP0001078,,Gas Plant Sweet,,00/10-33-028-15W4,51.4415,-112.050806,HANDHILLS 10-33-28-15w4,COYOTE,0HE9,Canadian Natural Resources Limited,F3783     ,Amended,4-Mar-06,0HE9,Canadian Natural Resources Limited,B010,5-Mar-01,26-Aug-06,,707.92,672.53,0,0,0,0,65.1,0,0,,,,,1-Jan-91,1-Oct-16
ABGP0001079,,Gp Sulphur Rcvry,,00/09-14-028-01W5,51.396454,-114.028221,PRIMEWEST CROSSFIELD EAST,CROSSFIELD EAST,A2TG,TAQA North Ltd.,F3859     ,Amended,26-Jan-21,A2TG,TAQA North Ltd.,D400,6-Mar-01,26-Jan-21,"Regenerative, Acid Gas Injection, Acid Gas Flaring","5,128.00",3212,0,0,0,0,63.2,581,863.82,,,0.01,98.4,1-Jan-91,1-Dec-21
ABGP0001080,,Gas Plant Sweet,,/04-24-056-05W5,53.847858,-114.621597,CALCRUDE CHERHILL,CHERHILL,A2PH,Journey Energy Inc.,F13072    ,Amended,5-May-15,A2PH,Journey Energy Inc.,C300,1-Mar-01,5-May-15,Nonregenerative,175,156,0,0,0,0,57.1,0,0.01,,,0,,1-Jan-91,1-Jul-25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABGP0001081,,Gp Sulphur Rcvry,,/04-12-034-26W4,51.898214,-113.56895,DEVON WIMBORNE,WIMBORNE,A7PA,Vantage Point Resources Inc.,F4713     ,Amended,25-Mar-11,A7PA,Vantage Point Resources Inc.,E600,28-Feb-01,25-Mar-11,"Both, Acid Gas Sulphur Recovery, Acid Gas Flaring, Claus Process","1,133.00",1133,,,,,185.2,,235,224.4,,10.6,95.5,1-Jan-91,1-Mar-25
ABGP0001082,,Gas Plant Sweet,,/01-17-042-06W5,52.612846,-114.817407,IMPERIAL WILLESDEN GREEN,WILLESDEN GREEN,A7DT,Entrada Resources Inc.,F9090     ,Amended,1-Sep-21,A7DT,Entrada Resources Inc.,B040,2-Mar-01,1-Sep-21,,402,,,,,,,,0,,,,,1-Jan-91,1-Feb-12
ABGP0001083,,Gp Acid Gas Flaring%,,/02-03-031-04W5,51.622287,-114.483168,BONAVISTA HARMATTAN-ELKTON PLANT,HARMATTAN-ELKTON,A8T8,HWN Energy Ltd.,F23119    ,Amended,24-Aug-05,A8T8,HWN Energy Ltd.,C340,30-Apr-01,26-Aug-06,None,80,,,,,,,,0.53,,,,,1-Jan-91,1-Sep-05
ABGP0001084,,Gp Sulphur Rcvry,,00/04-11-053-18W5,53.559332,-116.550332,EDSON 04-11-053-18W5 GP,EDSON,0YA2,Peyto Exploration & Development Corp.,F12339    ,Amended,14-Sep-16,0YA2,Peyto Exploration & Development Corp.,E600,14-Feb-01,14-Sep-16,"Regenerative, Acid Gas Sulphur Recovery, Acid Gas Flaring, Superclaus Process","10,550.00",10000,0,0,0,0,1400,500,350,344.4,,5.6,98.4,1-Jan-91,1-Jul-25
ABGP0001085,,Gas Plant Sweet,,00/03-02-050-06W5,53.28165,-114.778764,Penn West Tomahawk 04-02 GP,PEMBINA,A6JK,InPlay Oil Corp.,F11675    ,Amended,21-Jul-14,0BP8,Obsidian Energy Ltd.,B010,2-Apr-01,21-Jul-14,,510,,,,,,,,,,,,,1-Jan-91,1-Jul-25
ABGP0001086,,Gas Plant Sweet,,00/15-20-034-08W4,51.938707,-111.100663,Veteran 15-20-034-08W4 GP,PROVOST,A04N,Tamarack Valley Energy Ltd.,F4623     ,Amended,22-Aug-18,A04N,Tamarack Valley Energy Ltd.,B010,6-Mar-01,22-Aug-18,,481,481,0,0,0,0,10,0,0,,,,,1-Jan-91,1-Jul-25
ABGP0001087,,Gas Plant Sweet,,/14-36-028-05W4,,,* CRESTAR OYEN,OYEN,0E9L,ConocoPhillips Canada Energy Partnership,,,,,,,,,,,,,,,,,,,,,,,,
ABGP0001088,,Gas Plant Sweet,,00/05-35-048-04W5,53.183351,-114.485224,BONTERRA 05-35 SWEET GAS PLANT,PEMBINA,0XZ4,Bonterra Energy Corp.,F10759    ,Issued,6-Mar-01,0XZ4,Bonterra Energy Corp.,B010,6-Mar-01,,,580,,,,,,,,,,,,,1-Jan-91,1-Jul-25
ABGP0001089,,Gp Sulphur Rcvry,,02/13-06-057-08W5,53.902425,-115.187737,PADDLE RIVER 13-06-057-8W5 Gas Plant,PADDLE RIVER,A74Y,Tidewater Midstream and Infrastructure Ltd.,F23271    ,Issued,1-May-01,A74Y,Tidewater Midstream and Infrastructure Ltd.,D400,1-May-01,,"Regenerative, Acid Gas Injection","2,440.00",,,,,,,,1.5,,,,69.7,1-Jan-91,1-Feb-25
ABGP0001090,,Gas Plant Sweet,,/10-27-031-04W5,51.687771,-114.483062,* MOBIL HARMATTAN-ELKTON,HARMATTAN-ELKTON,0JT1,ExxonMobil Canada Energy,F4287     ,Issued,14-Mar-14,0057,ExxonMobil Canada Ltd.,E600,2-Mar-01,,None,952,,,,,,,,515,,,,,1-Aug-13,1-Aug-13
ABGP0001091,,Gas Plant Sweet,,02/01-18-025-17W4,51.1271,-112.35769,WINTERING HILLS 1-18-25-17w4,WINTERING HILLS,0HE9,Canadian Natural Resources Limited,F3528     ,Amended,13-Sep-01,A7NW,Torxen Energy Ltd.,B010,1-May-01,26-Aug-06,,"1,380.00",1300,,,,,100,,0,,,,,1-Jan-91,1-Jul-25
ABGP0001092,,Gas Plant Sweet,,02/08-20-030-03W5,51.582064,-114.378957,* STEEN CROSSFIELD,CROSSFIELD,A8A1,Petrostone Holdings Ltd.,F4152     ,Abandoned,31-Jul-11,0M72,Steen Resources Ltd.,B020,2-Apr-01,,,56,,,,,,,,,,,,,,
ABGP0001093,,Gas Plant Sweet,,02/09-22-039-08W5,52.372122,-115.059231,FERRIER 09-22-39-8w5,FERRIER,0HE9,Canadian Natural Resources Limited,F7422     ,Issued,6-Mar-01,0HE9,Canadian Natural Resources Limited,B010,6-Mar-01,,,255,,,,,,,,,,,,,1-Jan-91,1-Nov-22
ABGP0001094,,Gp Sulphur Rcvry,,02/06-23-030-28W4,51.581266,-113.839473,* AMOCO LONE PINE CREEK,LONE PINE CREEK,A2TG,TAQA North Ltd.,F20645    ,Amended,30-Oct-13,A2TG,TAQA North Ltd.,D440,6-Mar-01,30-Oct-13,None,610,,,,,,,,231,,,0,,,
ABGP0001095,,Gas Plant Sweet,,/04-33-031-23W4,51.694719,-113.214944,CDN 88 TWINING,GHOST PINE,A77W,Artis Exploration Ltd.,F4247     ,Issued,1-Mar-01,A77W,Artis Exploration Ltd.,B010,1-Mar-01,,,850,,,,,,,,,,,,,1-Jan-91,1-Jul-25
ABGP0001096,,Gp Acid Gas Flaring,,/01-29-043-04W5,52.7282,-114.5349,PETRO-CAN WILSON CREEK,PEMBINA,0YT7,Mancal Energy Inc.,F23642    ,Amended,25-Jun-12,0YT7,Mancal Energy Inc.,B010,1-May-01,25-Jun-12,"Regenerative, Acid Gas Sulphur Recovery, Acid Gas Flaring, Modifed claus",975,952,0,0,0,0,93,66,0,,,,85,1-Jan-91,1-Jul-25
ABGP0001097,,Gas Plant Sweet,,/08-11-031-21W4,51.639699,-112.866759,CONOCO GHOST PINE,GHOST PINE,A1GR,Pine Cliff Energy Ltd.,F4228     ,Issued,20-Mar-01,A1GR,Pine Cliff Energy Ltd.,B010,20-Mar-01,,,"3,099.00",,,,,,,,,,,,,1-Jan-91,1-Jul-25
ABGP0001098,,Gas Plant Sweet,,02/11-12-041-04W5,52.517766,-114.447676,CRESTAR GILBY N,GILBY,A8HW,Gran Tierra Canada Ltd.,F23465    ,Issued,1-May-01,A8HW,Gran Tierra Canada Ltd.,B010,1-May-01,,,125,,,,,,,,,,,,,,
ABGP0001099,,Gp Acid Gas Flaring%,,02/12-36-034-06W5,51.966006,-114.734064,* ALTANA CAROLINE,CAROLINE,0315,Altana Exploration Company,F22691    ,Amended,8-Mar-23,A2TG,TAQA North Ltd.,C311,22-Mar-01,8-Mar-23,None,260,,,,,,,,0,,,0,,,
ABGP0001100,,Gp Acid Gas Flaring%,,00/08-24-015-22W4,50.271898,-112.894509,VULCAN 8-24-15-22w4,LONG COULEE,0HE9,Canadian Natural Resources Limited,F20098    ,Abandoned,10-Jan-19,0HE9,Canadian Natural Resources Limited,D400,1-May-01,24-Nov-07,"Regenerative, Acid Gas Injection","1,564.00",1281,,,,,,78,4.9,0,,,69.7,1-Jan-91,1-Oct-15
ABGP0001101,,Gp Sulphur Rcvry,,00/06-10-061-22W5,54.259214,-117.216374,AMOCO BIGSTONE,BIGSTONE,A62D,BP Canada Energy Group ULC,F13772    ,Abandoned,25-Sep-16,0AW4,Paramount Resources Ltd.,E600,1-Mar-01,,,"1,578.00",,,,,,,,401.1,,,,,1-Jan-91,1-Aug-02
ABGP0001102,,Gas Plant Sweet,,00/09-14-028-01W5,51.396454,-114.028221,* AMOCO CROSSFIELD,CROSSFIELD EAST,A62D,BP Canada Energy Group ULC,F3859     ,Amended,26-Jan-21,A2TG,TAQA North Ltd.,D400,6-Mar-01,26-Jan-21,"Regenerative, Acid Gas Injection, Acid Gas Flaring","5,128.00",3212,0,0,0,0,63.2,581,863.82,,,0.01,98.4,,
ABGP0001103,,Gas Plant Sweet,,00/10-12-038-03W5,52.255411,-114.296425,Sylvan Lake-10-12-038-03 W5M,SYLVAN LAKE,0Z0H,Harvest Operations Corp.,F6681     ,Amended,12-Jul-04,0Z0H,Harvest Operations Corp.,B010,1-Mar-01,26-Aug-06,,113,110,,,,,11,,0,,,,,1-Jan-91,1-Jul-25
ABGP0001104,,Gp Sulphur Rcvry,,00/03-20-034-04W5,51.927892,-114.536163,AMOCO SOUTH CAROLINE,CAROLINE,A573,Tourmaline Oil Corp.,F4775     ,Amended,20-Dec-02,A573,Tourmaline Oil Corp.,D440,1-May-01,26-Aug-06,None,"1,060.00",1262,0,0,160,99,0,230,7.9,8.35,,1.48,,1-Jan-91,1-Apr-07
ABGP0001105,,Gp Sulphur Rcvry,,02/10-10-109-08W6,58.44891,-119.239683,CVE RAINBOW 10-10,RAINBOW,A5D4,Cenovus Energy Inc.,F17932    ,Amended,17-Feb-15,A5D4,Cenovus Energy Inc.,D400,2-Apr-01,17-Feb-15,"Regenerative, Acid Gas Injection","6,700.00",5342,0,4414,0,0,1100,0,254.2,,,0,98.3,1-Jan-91,1-Jul-25
ABGP0001106,,Gas Plant Sweet,,/05-19-035-22W4,52.016438,-113.14699,HUSKY ELNORA 5-19,ELNORA,A8BP,Bornite Energy Ltd.,F5106     ,Amended,10-Jan-23,A8BP,Bornite Energy Ltd.,B020,5-Mar-01,10-Jan-23,,70,,,,,,,,0,,,,,1-Jan-91,1-May-23
ABGP0001107,,Gp Sulphur Rcvry,,00/01-12-062-20W5,54.343106,-116.854058,PGI Kaybob Amalgamated,KAYBOB SOUTH,A938,Pembina Gas Infrastructure Inc.,F13874    ,Amended,8-Apr-19,A84Z,PGI Processing ULC,E600,13-Feb-01,8-Apr-19,"Regenerative, Acid Gas Injection, Acid Gas Sulphur Recovery, Acid Gas Flaring, Claus Process, Sulfreen Process","11,179.00",9062,,,307,207,2300,3324,1107.7,1090,,13.85,98.5,1-Jan-91,1-Jul-25
ABGP0001108,,Gp Sulphur Rcvry,,00/06-12-046-14W5,52.950714,-115.901825,KEYERA BRAZEAU EAST 6-12-046-14W5,BRAZEAU RIVER,A0C0,Keyera Energy Ltd.,F9989     ,Amended,17-Feb-23,A0C0,Keyera Energy Ltd.,D400,1-May-01,17-Feb-23,"Regenerative, Acid Gas Injection, Acid Gas Flaring","6,180.00",6000,,,,,600,1442,466,,,6.4,98.4,1-Jan-91,1-Jul-25
ABGP0001109,,Gp Acid Gas Flaring%,,03/12-01-030-21W4,51.541741,-112.836529,VINTAGE WEST DRUMHELLER,GHOST PINE,0BP8,Obsidian Energy Ltd.,F4109     ,Issued,5-Sep-18,A7AZ,SanLing Energy Ltd.,D400,6-Mar-01,,"Regenerative, Acid Gas Flaring",35,,,,,,,,2.99,,,,,1-Jan-91,1-Dec-05
ABGP0001110,,Gas Plant Sweet,,00/01-20-039-07W5,52.36488,-114.963414,FERRIER 01-20-039-07W5,FERRIER,0HE9,Canadian Natural Resources Limited,F7412     ,Issued,6-Mar-01,0HE9,Canadian Natural Resources Limited,B010,6-Mar-01,,,550,,,,,,,,,,,,,1-Jan-91,1-Jul-25
ABGP0001111,,Gas Plant Sweet,,/12-19-064-11W5,54.551968,-115.66015,NORTHROCK JUDY CREEK,JUDY CREEK,A662,Point Loma Resources Ltd.,F14144    ,Abandoned,29-Apr-25,A662,Point Loma Resources Ltd.,B010,21-Mar-01,26-Aug-06,,60,,,,,,,,,,,,,,
ABGP0001112,,Gp Sulphur Rcvry,,00/02-02-069-22W5,54.939468,-117.239698,STURGEON LAKE S 2-2-69-22W5,STURGEON LAKE SOUTH,0HE9,Canadian Natural Resources Limited,F14895    ,Amended,13-Apr-12,0HE9,Canadian Natural Resources Limited,E600,19-Mar-01,13-Apr-12,"Regenerative, Acid Gas Sulphur Recovery, Acid Gas Flaring, Claus Process",642,512.5,0,0,0,0,85,0,49.81,47.77,,2.04,95.9,1-Jan-91,1-Oct-20
ABGP0001113,,Gp Sulphur Rcvry,,00/09-06-063-25W5,54.421373,-117.757503,KEYERA SIMONETTE GAS PLANT 09-06,SIMONETTE,A0C0,Keyera Energy Ltd.,F14057    ,Amended,14-Aug-19,A0C0,Keyera Energy Ltd.,D400,6-Mar-01,14-Aug-19,"Regenerative, Acid Gas Flaring, VIA PIPELINE","12,678.00",8132,0,0,0,0,1000,5000,50,,,0,95.9,1-Jan-91,1-Jul-25
ABGP0001114,,Gp Acid Gas Inj,,00/04-33-017-12W4,50.4714,-111.6071,CAMPUS BANTRY,BANTRY,A8C5,Pivotal Energy Partners Inc.,F2187     ,Amended,25-Mar-10,A8C5,Pivotal Energy Partners Inc.,D400,1-May-01,25-Mar-10,"Regenerative, Acid Gas Injection",708,643.7,0,0,28.4,36.5,0,19.9,9.6,,,0,89.7,1-Jan-91,1-Jul-25
ABGP0001115,,Gp Acid Gas Flaring%,,04/12-26-059-11W5,54.130039,-115.547287,PETRO-CAN WHITECOURT,WHITECOURT,A2TG,TAQA North Ltd.,F13484    ,Amended,1-Mar-16,A2TG,TAQA North Ltd.,C300,16-Jan-01,1-Mar-16,"Regenerative, Acid Gas Flaring","1,831.00",1730,0,0,0,0,0,72.5,0.9,,,0.9,,1-Jan-91,1-Jul-25
ABGP0001116,,Gas Plant Sweet,,00/02-02-039-11W4,52.3199,-111.478525,APACHE PROVOST,PROVOST,A7BT,Karve Energy Inc.,F7121     ,Amended,15-Aug-03,A7BT,Karve Energy Inc.,B010,29-Mar-01,26-Aug-06,,800,785,0,0,0,0,14,36,0,0,,,,1-Jan-91,1-Jul-25
ABGP0001117,,Gp Acid Gas Inj,,/14-22-074-24W4,55.429926,-113.612456,DEVON MARTEN HILLS,MARTEN HILLS,0Z5F,Sequoia Resources Corp.,F15388    ,Amended,3-Oct-06,0Z5F,Sequoia Resources Corp.,C300,28-Feb-01,3-Oct-06,,990,990,,,,,,,0.1,,,0.1,,1-Jan-91,1-Mar-18
ABGP0001118,,Gas Plant Sweet,,00/11-17-034-03W5,51.920725,-114.393592,AMOCO EAST GARRINGTON,GARRINGTON,A573,Tourmaline Oil Corp.,F4748     ,Issued,5-Feb-01,A573,Tourmaline Oil Corp.,B010,5-Feb-01,,,563,,,,,,,,,,,,,1-Jan-91,1-Feb-23
ABGP0001119,,Gas Plant Sweet,,00/02-05-028-17W4,51.358167,-112.35475,WILLOW 02-05-028-17W4,CESSFORD,0HE9,Canadian Natural Resources Limited,F3785     ,Amended,10-Mar-06,0HE9,Canadian Natural Resources Limited,B010,5-Mar-01,26-Aug-06,,"1,014.31",736.24,0,0,0,0,30,0,0,,,,,1-Jan-91,1-Jul-25
ABGP0001120,,Gas Plant Sweet,,00/01-12-062-20W5,54.343106,-116.854058,* AMOCO KAYBOB S #2,KAYBOB SOUTH,A62D,BP Canada Energy Group ULC,F13874    ,Amended,8-Apr-19,A84Z,PGI Processing ULC,E600,13-Feb-01,8-Apr-19,"Regenerative, Acid Gas Injection, Acid Gas Sulphur Recovery, Acid Gas Flaring, Claus Process, Sulfreen Process","11,179.00",9062,,,307,207,2300,3324,1107.7,1090,,13.85,98.5,,
ABGP0001121,,Gp Sulphur Rcvry,,00/06-10-044-12W5,52.776014,-115.660511,KEYERA NORDEGG RIVER 6-10-044-12W5,BRAZEAU RIVER,A0C0,Keyera Energy Ltd.,F9565     ,Amended,5-Jul-21,A0C0,Keyera Energy Ltd.,D400,21-Mar-01,5-Jul-21,"Regenerative, Acid Gas Injection, TO EXISTING GAS PLANT","2,365.20",2120,,,,,85,165,9.9,,,0,89.7,1-Jan-91,1-Jul-25
ABGP0001122,,Gas Plant Sweet,,00/01-06-041-07W5,52.4969,-114.9898,CENTRAL FERRIER GP 01-06,FERRIER,A68P,Canlin Resources Partnership,F21793    ,Amended,14-Jun-07,A7M1,Canlin Energy Corporation,B010,6-Mar-01,14-Jun-07,,"3,380.00",2950,0,0,460,310,0,760,0,,,,,1-Jan-91,1-Jul-25
ABGP0001123,,Gp Acid Gas Flaring,,00/10-30-072-04W5,55.267839,-114.602862,CHEVRON MITSUE,MITSUE,A6A7,Cardinal Energy Ltd.,F15123    ,Amended,18-Oct-18,A6A7,Cardinal Energy Ltd.,C300,1-Mar-01,18-Oct-18,"Regenerative, Acid Gas Injection, Acid Gas Flaring",330,291,0,0,0,0,119,0,0.89,,,0.89,,1-Jan-91,1-Jul-25
ABGP0001124,,Gp Acid Gas Flaring%,,00/05-31-045-20W4,52.921839,-112.906816,BITTERN LK 5-31-45-20W4,BITTERN LAKE,0HE9,Canadian Natural Resources Limited,F9661     ,Abandoned,25-Mar-12,0HE9,Canadian Natural Resources Limited,C311,1-Mar-01,26-Aug-06,,14,,,,,,,,0.04,,,0,,1-Jan-91,1-Oct-02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABGP0001125,,Gas Plant Sweet,,00/15-07-064-23W5,54.528519,-117.463304,WASKAHIGAN 15-7-064-23W5,WASKAHIGAN,0HE9,Canadian Natural Resources Limited,F14212    ,Issued,27-Feb-01,0HE9,Canadian Natural Resources Limited,B010,27-Feb-01,,,"1,200.00",,,,,,,,,,,,,1-Jan-91,1-Jul-25
ABGP0001126,,Gas Plant Sweet,,/16-28-038-15W4,52.301486,-112.079461,* JORDAN PROVOST,PROVOST,A5RD,Enerplus Corporation,F6501     ,Abandoned,18-Mar-98,A2TG,TAQA North Ltd.,B010,6-Mar-01,,,113,,,,,,,,,,,,,,
ABGP0001127,,Gp Acid Gas Flaring%,,02/09-26-059-09W5,54.130278,-115.22774,GREENCOURT 09-26-059-09W5,GREENCOURT,0HE9,Canadian Natural Resources Limited,F31839    ,Amended,7-Apr-17,0HE9,Canadian Natural Resources Limited,C300,14-Jun-04,7-Apr-17,"Regenerative, Acid Gas Flaring",164,155.6,0,0,0,0,0,11.9,0.99,,,0.99,,1-Jan-91,1-Jul-25
ABGP0001128,,Gp Acid Gas Inj,,/06-33-029-24W4,,,* GULF SWALLWELL,SWALWELL,A1H9,Ember Resources Inc.,,,,,,,,,,,,,,,,,,,,,,,,
ABGP0001129,,Gp Sulphur Rcvry,,00/13-26-067-05W6,54.833551,-118.658246,GOLD CREEK 13-26-067-05W6,ELMWORTH,0HE9,Canadian Natural Resources Limited,F14703    ,Amended,1-May-25,0HE9,Canadian Natural Resources Limited,D400,6-Apr-01,1-May-25,"Regenerative, Acid Gas Injection","5,239.00",5001.3,0,0,0,0,629.7,2944,159.3,,,0,98.3,1-Jan-91,1-Jul-25
ABGP0001130,,Gp Acid Gas Flaring,,00/02-27-040-03W5,52.466879,-114.347034,CENTRAL GILBY GP 02-27,GILBY,A68P,Canlin Resources Partnership,F8219     ,Issued,16-Jan-01,A7M1,Canlin Energy Corporation,C300,16-Jan-01,,,"1,475.00",,,,,,,,0.4,,,,,1-Jan-91,1-Jul-25
ABGP0001131,,Gp Sulphur Rcvry,,03/10-13-030-07W5,51.5702,-114.8526,SHELL BURNT TIMBER,UNDEFINED,A2F0,Shell Canada Energy,F4160     ,Amended,31-Jan-08,0T03,Shell Canada Limited,E600,6-Mar-01,31-Jan-08,"Regenerative, Acid Gas Sulphur Recovery, Acid Gas Flaring, Claus Process, Superclaus Process","3,610.00",2977,,,,,,25,560,540.4,,19.6,96.5,1-Jan-91,1-Apr-16
ABGP0001132,,Gp Acid Gas Inj,,02/10-18-076-25W4,55.586253,-113.884163,MARTEN HILLS 10-18-076-25W4,MARTEN HILLS,0HE9,Canadian Natural Resources Limited,F15795    ,Amended,11-May-12,0HE9,Canadian Natural Resources Limited,C311,1-Feb-01,28-Jul-20,Nonregenerative,600,,,,,,,,0.03,,,0,,1-Jan-91,1-Jul-25
ABGP0001133,,Gp Sulphur Rcvry,,00/11-35-037-09W5,52.227921,-115.185875,KEYERA STRACHAN 11-35-037-09W5,FERRIER,A0C0,Keyera Energy Ltd.,F6206     ,Amended,14-Jun-18,A0C0,Keyera Energy Ltd.,C300,20-Mar-01,14-Jun-18,"None, Acid Gas Flaring","7,748.00",5806,,1878,,,,1383,0.9,,,0.9,,1-Jan-91,1-Jul-25
ABGP0001134,,Gp Sulphur Rcvry,,00/02-04-021-04W5,50.748559,-114.495146,CALEDONIAN MIDSTREAM QUIRK CREEK,QUIRK CREEK,A7PC,Caledonian Midstream Corporation,F3073     ,Issued,2-Mar-01,A7PC,Caledonian Midstream Corporation,E600,2-Mar-01,,"Regenerative, Acid Gas Sulphur Recovery, Claus Process, MCRC Process","2,550.00",,,,,,,,306.4,,,,98.3,1-Jan-91,1-Jul-25
ABGP0001135,,Gp Acid Gas Flaring%,,/10-17-064-13W5,54.538099,-115.923113,APACHE VIRGINIA HILL,VIRGINIA HILLS,0AW4,Paramount Resources Ltd.,F14155    ,Amended,23-Sep-14,0AW4,Paramount Resources Ltd.,D400,28-Feb-01,23-Sep-14,"Regenerative, Acid Gas Injection",250,226,,,,,12,,9.8,0,,0,89.7,1-Jan-91,1-Nov-17
ABGP0001136,,Gas Plant Sweet,,00/16-02-035-09W4,51.982683,-111.176111,APACHE PROVOST,PROVOST,A7BT,Karve Energy Inc.,F28810    ,Amended,29-Oct-18,A7BT,Karve Energy Inc.,B040,1-Apr-03,29-Oct-18,,84.5,,,,,,,,0,,,,,1-Jan-91,1-Apr-21
